name,iso_country,municipality,icao_code,iata_code
Bharatpur Airport,NP,Bharatpur,VNBP,BHR
Gautam Buddha International Airport,NP,Siddharthanagar (Bhairahawa),VNBW,BWA
Bhadrapur Airport,NP,Bhadrapur,VNCG,BDP
Dolpa Airport,NP,Dolpa,VNDP,DOP
Silgadi Doti Airport,NP,Silgadi Doti,VNDT,SIH
Jumla Airport,NP,Jumla,VNJL,JUM
Janakpur Airport,NP,Janakpur,VNJP,JKR
Jomsom Airport,NP,Jomsom,VNJS,JMO
Tribhuvan International Airport,NP,Kathmandu,VNKT,KTM
Lukla Airport,NP,Lukla,VNLK,LUA
Nepalgunj Airport,NP,Nepalgunj,VNNG,KEP
Pokhara Airport,NP,Pokhara,VNPK,PKR
Simara Airport,NP,Simara,VNSI,SIF
Surkhet Airport,NP,Surkhet,VNSK,SKH
Simikot Airport,NP,Simikot,VNST,IMK
Taplejung Airport,NP,Taplejung,VNTJ,TPJ
Tumling Tar Airport,NP,Tumling Tar,VNTR,TMI
Biratnagar Airport,NP,Biratnagar,VNVT,BIR
Nauru International Airport,NR,Yaren District,ANYN,INU
Niue International Airport,NU,Alofi,NIUE,IUE
Auckland International Airport,NZ,Auckland,NZAA,AKL
Taupo Airport,NZ,Taupo,NZAP,TUO
Christchurch International Airport,NZ,Christchurch,NZCH,CHC
Chatham Islands / Tuuta Airport,NZ,Te One,NZCI,CHT
Dunedin International Airport,NZ,Dunedin,NZDN,DUD
Gisborne Airport,NZ,Gisborne,NZGS,GIS
Hamilton International Airport,NZ,Hamilton,NZHN,HLZ
Kerikeri Airport,NZ,Kerikeri,NZKK,KKE
Kaitaia Airport,NZ,Awanui,NZKT,KAT
New Plymouth Airport,NZ,New Plymouth,NZNP,NPL
Hawke's Bay Airport,NZ,Napier,NZNR,NPE
Nelson Airport,NZ,Nelson,NZNS,NSN
Invercargill Airport,NZ,Invercargill,NZNV,IVC
Palmerston North Airport,NZ,Palmerston North,NZPM,PMR
Picton Aerodrome,NZ,Koromiko,NZPN,PCN
Queenstown International Airport,NZ,Queenstown,NZQN,ZQN
Rotorua Regional Airport,NZ,Rotorua,NZRO,ROT
Tauranga Airport,NZ,Tauranga,NZTG,TRG
Woodbourne Airport,NZ,Blenheim,NZWB,BHE
Wanaka Airport,NZ,Wanaka,NZWF,WKA
Wellington International Airport,NZ,Wellington,NZWN,WLG
Whangarei Airport,NZ,Whangarei,NZWR,WRE
Westport Airport,NZ,Westport,NZWS,WSZ
Wanganui Airport,NZ,Wanganui,NZWU,WAG
Khasab Airport,OM,Khasab,OOKB,KHS
Muscat International Airport,OM,Muscat,OOMS,MCT
Salalah Airport,OM,Salalah,OOSA,SLL
Sohar Airport,OM,Sohar,OOSH,OHS
Bocas del Toro International Airport,PA,Isla Colón,MPBO,BOC
Alonso Valderrama Airport,PA,Chitré,MPCE,CTD
Changuinola Captain Manuel Niño International Airport,PA,Changuinola,MPCH,CHX
Enrique Malek International Airport,PA,David,MPDA,DAV
Enrique Adolfo Jimenez Airport,PA,Colón,MPEJ,ONX
Marcos A. Gelabert International Airport,PA,Albrook,MPMG,PAC
Scarlett Martinez International Airport,PA,Río Hato,MPSM,RIH
Tocumen International Airport,PA,Tocumen,MPTO,PTY
Cap FAP David Abenzur Rengifo International Airport,PE,Pucallpa,SPCL,PCL
FAP Lieutenant Jaime Andres de Montreuil Morales Airport,PE,Chimbote,SPEO,CHM
Air Force Captain Jose A Quinones Gonzales International Airport,PE,Chiclayo,SPHI,CIX
Air Force Colonel Alfredo Mendivil Duarte Airport,PE,Ayacucho,SPHO,AYP
Andahuaylas Airport,PE,Andahuaylas,SPHY,ANS
Jorge Chávez International Airport,PE,Lima,SPJC,LIM
Shumba Airport,PE,Jaén,SPJE,JAE
Francisco Carle Airport,PE,Jauja,SPJJ,JAU
Inca Manco Capac International Airport,PE,Juliaca,SPJL,JUL
Mayor General FAP Armando Revoredo Iglesias Airport,PE,Cajamarca,SPJR,CJA
General Jorge Fernandez Maldon Airport,PE,Ilo,SPLO,ILQ
Captain Pedro Canga Rodríguez International Airport,PE,Tumbes,SPME,TBP
Moises Benzaquen Rengifo Airport,PE,Yurimaguas,SPMS,YMS
Alferez Fap David Figueroa Fernandini Airport,PE,Huánuco,SPNC,HUU
Chachapoyas Airport,PE,Chachapoyas,SPPY,CHH
Coronel FAP Francisco Secada Vignetta International Airport,PE,Iquitos,SPQT,IQT
Rodríguez Ballón International Airport,PE,Arequipa,SPQU,AQP
Capitan FAP Carlos Martinez De Pinillos International Airport,PE,Trujillo,SPRU,TRU
Cadete FAP Guillermo Del Castillo Paredes Airport,PE,Tarapoto,SPST,TPP
Coronel FAP Carlos Ciriani Santa Rosa International Airport,PE,Tacna,SPTN,TCQ
Padre Aldamiz International Airport,PE,Puerto Maldonado,SPTU,PEM
Capitán FAP Guillermo Concha Iberico International Airport,PE,Piura,SPUR,PIU
Captain Victor Montes Arias International Airport,PE,Talara,SPYL,TYL
Maria Reiche Neuman Airport,PE,Nazca,SPZA,NZC
Alejandro Velasco Astete International Airport,PE,Cusco,SPZO,CUZ
Faa'a International Airport,PF,Papeete,NTAA,PPT
Rimatara Airport,PF,Rimatara Island,NTAM,RMT
Anaa Airport,PF,Anaa,NTGA,AAA
Fangatau Airport,PF,Fangatau,NTGB,FGU
Tikehau Airport,PF,Tuherahera,NTGC,TIH
Apataki Airport,PF,Apataki,NTGD,APK
Hikueru Airport,PF,Hikueru,NTGH,HHZ
Kaukura Airport,PF,Raitahiti,NTGK,KKR
Makemo Airport,PF,Makemo,NTGM,MKP
Napuka Island Airport,PF,Napuka Island,NTGN,NAU
Tatakoto Airport,PF,Tatakoto,NTGO,TKV
Ahe Airport,PF,Ahe Atoll,NTHE,AHE
Kauehi Airport,PF,Kauehi,NTKA,KHZ
Fakahina Airport,PF,Fakahina,NTKH,FHZ
Naiu Airport,PF,Naiu Atoll,NTKN,NIU
Raroia Airport,PF,Raroia,NTKO,RRR
Nuku Hiva Airport,PF,Nuku Hiva,NTMD,NHV
Hiva Oa-Atuona Airport,PF,Hiva Oa Island,NTMN,AUQ
Ua Pou Airport,PF,Ua Pou,NTMP,UAP
Ua Huka Airport,PF,Ua Huka,NTMU,UAH
Bora Bora Airport,PF,Motu Mute,NTTB,BOB
Huahine-Fare Airport,PF,Fare,NTTH,HUH
Moorea Temae Airport,PF,Moorea-Maiao,NTTM,MOZ
Hao Airport,PF,Otepa,NTTO,HOI
Raiatea Airport,PF,Uturoa,NTTR,RFP
Baimuru Airport,PG,Baimuru,AYBA,VMU
Buka Airport,PG,Buka Island,AYBK,BUA
Balimo Airport,PG,Balimo,AYBM,OPU
Chimbu Airport,PG,Kundiawa,AYCH,CMU
Daru Airport,PG,Daru,AYDU,DAU
Bosset Airport,PG,Bosset,AYET,BOT
Goroka Airport,PG,Goronka,AYGA,GKA
Gurney Airport,PG,Gurney,AYGN,GUR
Girua Airport,PG,Popondetta,AYGR,PNP
Gasmata Island Airport,PG,Gasmata Island,AYGT,GMI
Hoskins Airport,PG,Kimbe,AYHK,HKN
Aropa Airport,PG,Kieta,AYIQ,KIE
Losuia Airport,PG,Losuia,AYKA,LSA
Kiunga Airport,PG,Kiunga,AYKI,UNG
Kikori Airport,PG,Kikori,AYKK,KRI
Kerema Airport,PG,Kerema,AYKM,KMA
Kavieng Airport,PG,Kavieng,AYKV,KVG
Londolovit Airport,PG,Londolovit,AYKY,LNV
Madang Airport,PG,Madang,AYMD,MAG
Mount Hagen Kagamuga Airport,PG,Mount Hagen,AYMH,HGU
Mendi Airport,PG,Mendi,AYMN,MDU
Momote Airport,PG,Manus Island,AYMO,MAS
Moro Airport,PG,Moro,AYMR,MXH
Misima Island Airport,PG,Misima Island,AYMS,MIS
Nadzab Airport,PG,Lae,AYNZ,LAE
Obo Airport,PG,Obo,AYOB,OBX
Port Moresby Jacksons International Airport,PG,Port Moresby,AYPY,POM
Sasereme Airport,PG,Sasereme,AYSS,TDS
Tari Airport,PG,Tari,AYTA,TIZ
Tabubil Airport,PG,Tabubil,AYTB,TBG
Tapini Airport,PG,Tapini,AYTI,TPI
Tokua Airport,PG,Kokopo,AYTK,RAB
Tufi Airport,PG,Tufi,AYTU,TFI
Vanimo Airport,PG,Vanimo,AYVN,VAI
Wapenamanda Airport,PG,Wapenamanda,AYWD,WBM
Wewak International Airport,PG,Wewak,AYWK,WWK
El Nido Airport,PH,El Nido,RPEN,ENI
Subic Bay International Airport / Naval Air Station Cubi Point,PH,Olongapo,RPLB,SFS
Clark International Airport / Clark Air Base,PH,Mabalacat,RPLC,CRK
Laoag International Airport,PH,Laoag City,RPLI,LAO
Bicol International Airport,PH,Legazpi,RPLK,DRP
Ninoy Aquino International Airport,PH,Manila (Pasay),RPLL,MNL
Cuyo Airport,PH,Cuyo,RPLO,CYU
Cotabato (Awang) Airport,PH,Datu Odin Sinsuat,RPMC,CBO
Francisco Bangoy International Airport,PH,Davao,RPMD,DVO
Bancasi Airport,PH,Butuan,RPME,BXU
Dipolog Airport,PH,Dipolog,RPMG,DPL
Camiguin Airport,PH,Mambajao,RPMH,CGM
Jolo Airport,PH,Jolo,RPMJ,JOL
Sanga Sanga Airport,PH,Bongao,RPMN,TWT
Labo Airport,PH,Ozamiz,RPMO,OZC
Pagadian Airport,PH,Pagadian,RPMP,PAG
General Santos International Airport,PH,General Santos,RPMR,GES
Surigao Airport,PH,Surigao City,RPMS,SUG
Laguindingan International Airport,PH,Laguindingan,RPMY,CGY
Zamboanga International Airport,PH,Zamboanga,RPMZ,ZAM
Siargao Airport,PH,Del Carmen,RPNS,IAO
Bohol-Panglao International Airport,PH,Panglao,RPSP,TAG
San Vicente Airport,PH,San Vicente,RPSV,SWL
Loakan Airport,PH,Baguio,RPUB,BAG
San Jose Airport,PH,San Jose,RPUH,SJI
Naga Airport,PH,Naga,RPUN,WNP
Basco Airport,PH,Basco,RPUO,BSO
Tuguegarao Airport,PH,Tuguegarao City,RPUT,TUG
Virac Airport,PH,Virac,RPUV,VRC
Cauayan Airport,PH,Cauayan City,RPUY,CYZ
Daniel Z. Romualdez Airport,PH,Tacloban City,RPVA,TAC
Bacolod-Silay Airport,PH,Bacolod City,RPVB,BCD
Calbayog Airport,PH,Calbayog City,RPVC,CYP
Sibulan Airport,PH,Dumaguete City,RPVD,DGT
Godofredo P. Ramos Airport,PH,Caticlan,RPVE,MPH
Catarman National Airport,PH,Catarman,RPVF,CRM
Iloilo International Airport,PH,Cabatuan,RPVI,ILO
Moises R. Espinosa Airport,PH,Masbate,RPVJ,MBT
Kalibo International Airport,PH,Kalibo,RPVK,KLO
Mactan Cebu International Airport,PH,Lapu-Lapu City,RPVM,CEB
Puerto Princesa International Airport / PAF Antonio Bautista Air Base,PH,Puerto Princesa,RPVP,PPS
Roxas Airport,PH,Roxas City,RPVR,RXS
Tugdan Airport,PH,Tablas Island,RPVU,TBH
Francisco B. Reyes (Busuanga) Airport,PH,Coron,RPVV,USU
Bahawalpur Airport,PK,Bahawalpur,OPBW,BHV
Chitral Airport,PK,Chitral,OPCH,CJL
Dalbandin Airport,PK,Dalbandin,OPDB,DBA
Dera Ghazi Khan Airport,PK,Dera Ghazi Khan,OPDG,DEA
Faisalabad International Airport,PK,Faisalabad,OPFA,LYP
New Gwadar International Airport,PK,Gurandani,OPGD,GWD
Gilgit Airport,PK,Gilgit,OPGT,GIL
Islamabad International Airport,PK,Attock,OPIS,ISB
Jinnah International Airport,PK,Karachi,OPKC,KHI
Hyderabad Airport,PK,Hyderabad,OPKD,HDD
Khuzdar Airport,PK,Khuzdar,OPKH,KDD
Allama Iqbal International Airport,PK,Lahore,OPLA,LHE
Multan International Airport,PK,Multan,OPMT,MUX
Shaheed Benazirabad Airport,PK,Nawabashah,OPNH,WNS
Peshawar International Airport,PK,Peshawar,OPPS,PEW
Quetta International Airport,PK,Quetta,OPQT,UET
Shaikh Zaid Airport,PK,Rahim Yar Khan,OPRK,RYK
Skardu Airport,PK,Skardu,OPSD,KDU
Sukkur Airport,PK,Mirpur Khas,OPSK,SKZ
Sialkot International Airport,PK,Sialkot,OPST,SKT
Turbat International Airport,PK,Turbat,OPTU,TUK
Zhob Airport,PK,Fort Sandeman,OPZB,PZH
Bydgoszcz Ignacy Jan Paderewski Airport,PL,Bydgoszcz,EPBY,BZG
Gdańsk Lech Wałęsa Airport,PL,Gdańsk,EPGD,GDN
Kraków John Paul II International Airport,PL,Balice,EPKK,KRK
Katowice Wojciech Korfanty International Airport,PL,Katowice,EPKT,KTW
Lublin Airport,PL,Lublin,EPLB,LUZ
Łódź Władysław Reymont Airport,PL,Łódź,EPLL,LCJ
Modlin Airport,PL,Nowy Dwór Mazowiecki,EPMO,WMI
Poznań-Ławica Airport,PL,Poznań,EPPO,POZ
Warsaw Radom Airport,PL,Radom,EPRA,RDO
Rzeszów-Jasionka Airport,PL,Jasionka,EPRZ,RZE
Solidarity Szczecin–Goleniów Airport,PL,Glewice,EPSC,SZZ
Olsztyn-Mazury Airport,PL,Szymany,EPSY,SZY
Warsaw Chopin Airport,PL,Warsaw,EPWA,WAW
Copernicus Wrocław Airport,PL,Wrocław,EPWR,WRO
Zielona Góra-Babimost Airport,PL,Nowe Kramsko,EPZG,IEG
Miquelon Airport,PM,Miquelon,LFVM,MQC
St Pierre Airport,PM,Saint-Pierre,LFVP,FSP
Rafael Hernández International Airport,PR,Aguadilla,TJBQ,BQN
Benjamin Rivera Noriega Airport,PR,Culebra,TJCP,CPX
Fernando Luis Ribas Dominicci Airport,PR,San Juan,TJIG,SIG
Eugenio Maria De Hostos Airport,PR,Mayaguez,TJMZ,MAZ
Mercedita Airport,PR,Ponce,TJPS,PSE
José Aponte de la Torre Airport,PR,Ceiba,TJRV,NRR
Luis Munoz Marin International Airport,PR,San Juan,TJSJ,SJU
Antonio Rivera Rodriguez Airport,PR,Vieques,TJVQ,VQS
Santa Maria Airport,PT,Vila do Porto,LPAZ,SMA
Bragança Airport,PT,Bragança,LPBG,BGC
Corvo Airport,PT,Corvo,LPCR,CVU
Cascais Airport,PT,Cascais,LPCS,CAT
Flores Airport,PT,Santa Cruz das Flores,LPFL,FLW
Faro Airport,PT,Faro,LPFR,FAO
Graciosa Airport,PT,Santa Cruz da Graciosa,LPGR,GRW
Horta Airport,PT,Horta,LPHR,HOR
Lajes Airport,PT,Praia da Vitória,LPLA,TER
Madeira International Airport Cristiano Ronaldo,PT,Funchal,LPMA,FNC
João Paulo II Airport,PT,Ponta Delgada,LPPD,PDL
Pico Airport,PT,Pico Island,LPPI,PIX
Portimão Airport,PT,Portimão,LPPM,PRM
Francisco de Sá Carneiro Airport,PT,Porto,LPPR,OPO
Porto Santo Airport,PT,Vila Baleira,LPPS,PXO
Lisbon Humberto Delgado Airport,PT,Lisbon,LPPT,LIS
São Jorge Airport,PT,Velas,LPSJ,SJZ
Vila Real Airport,PT,Vila Real,LPVR,VRL
Aerodromo Goncalves Lobato (Viseu Airport),PT,Viseu,LPVZ,VSE
Babelthuap Airport,PW,Babelthuap Island,PTRO,ROR
Aeropuerto Internacional Silvio Pettirossi,PY,Asunción,SGAS,ASU
Aeropuerto Internacional Tte. Amín Ayub González,PY,Encarnación,SGEN,ENO
Aeropuerto Internacional Guaraní,PY,Ciudad del Este,SGES,AGT
Hamad International Airport,QA,Doha,OTHH,DOH
Roland Garros Airport,RE,Sainte-Marie,FMEE,RUN
Pierrefonds Airport,RE,Saint-Pierre,FMEP,ZSE
Arad International Airport,RO,Arad,LRAR,ARW
Bacău George Enescu International  Airport,RO,Bacău,LRBC,BCM
Maramureș International Airport,RO,Tăuții-Măgherăuș,LRBM,BAY
Bucharest Băneasa Aurel Vlaicu International Airport,RO,Bucharest,LRBS,BBU
Brașov-Ghimbav International Airport,RO,Brașov (Ghimbav),LRBV,GHV
Mihail Kogălniceanu International Airport,RO,Mihail Kogălniceanu,LRCK,CND
Cluj Avram Iancu International Airport,RO,Cluj-Napoca,LRCL,CLJ
Craiova International Airport,RO,Craiova,LRCV,CRA
Iaşi Airport,RO,Iaşi,LRIA,IAS
Oradea International Airport,RO,Oradea,LROD,OMR
Bucharest Henri Coandă International Airport,RO,Otopeni,LROP,OTP
Sibiu International Airport,RO,Sibiu,LRSB,SBZ
Satu Mare International Airport,RO,Satu Mare,LRSM,SUJ
Suceava Stefan cel Mare Airport,RO,Suceava,LRSV,SCV
Târgu Mureş Transilvania International Airport,RO,Recea,LRTM,TGM
Timişoara Traian Vuia Airport,RO,Timişoara,LRTR,TSR
Belgrade Nikola Tesla Airport,RS,Belgrade,LYBE,BEG
Morava Airport,RS,Kraljevo,LYKV,KVO
Niš Constantine the Great Airport,RS,Niš,LYNI,INI
Batagay Airport,RU,Batagay,UEBB,BQJ
Sakkyryr Airport,RU,Batagay-Alyta,UEBS,SUK
Ust-Kuyga Airport,RU,Ust-Kuyga,UEBT,UKG
Yakutsk Airport,RU,Yakutsk,UEEE,YKS
Chulman Airport,RU,Neryungri,UELL,NER
Moma Airport,RU,Khonuu,UEMA,MQJ
Olyokminsk Airport,RU,Olyokminsk,UEMO,OLZ
Ust-Nera Airport,RU,Ust-Nera,UEMT,USR
Ust-Maya Airport,RU,Ust-Maya,UEMU,UMS
Verkhnevilyuisk Airport,RU,Verkhnevilyuisk,UENI,VHV
Suntar Airport,RU,Suntar,UENS,SUY
Vilyuisk Airport,RU,Vilyuisk,UENW,VYI
Lensk Airport,RU,Lensk,UERL,ULK
Polyarny Airport,RU,Yakutia,UERP,PYJ
Mirny Airport,RU,Mirny,UERR,MJZ
Saskylakh Airport,RU,Saskylakh,UERS,SYS
Srednekolymsk Airport,RU,Srednekolymsk,UESK,SEK
Chokurdakh Airport,RU,Chokurdah,UESO,CKH
Cherskiy Airport,RU,Cherskiy,UESS,CYX
Tiksi Airport,RU,Tiksi,UEST,IKS
Zyryanka Airport,RU,Zyryanka,UESU,ZKP
Zhigansk Airport,RU,Zhigansk,UEVV,ZIX
Ignatyevo Airport,RU,Blagoveschensk,UHBB,BQS
Khabarovsk Novy Airport,RU,Khabarovsk,UHHH,KHV
Komsomolsk-on-Amur Airport,RU,Komsomolsk-on-Amur,UHKK,KXK
Ugolny Yuri Ryktheu Airport,RU,Anadyr,UHMA,DYR
Keperveem Airport,RU,Keperveem,UHMK,KPW
Sokol Airport,RU,Magadan,UHMM,GDX
Markovo Airport,RU,Markovo,UHMO,KVM
Pevek Airport,RU,Apapelgino,UHMP,PWE
Bogorodskoye Airport,RU,Bogorodskoye,UHNB,BQG
Nikolayevsk-na-Amure Airport,RU,Nikolayevsk-na-Amure Airport,UHNN,NLI
Okhotsk Airport,RU,Okhotsk,UHOO,OHO
Yelizovo Airport,RU,Petropavlovsk-Kamchatsky,UHPP,PKC
Iturup Airport,RU,Kurilsk,UHSI,ITU
Shakhtyorsk Airport,RU,Shakhtyorsk,UHSK,EKS
Yuzhno-Kurilsk Mendeleyevo Airport,RU,Yuzhno-Kurilsk,UHSM,DEE
Nogliki Airport,RU,Nogliki,UHSN,NGK
Yuzhno-Sakhalinsk Airport,RU,Yuzhno-Sakhalinsk,UHSS,UUS
Plastun Airport,RU,Plastun,UHWP,TLY
Vladivostok International Airport,RU,Artyom,UHWW,VVO
Chita-Kadala International Airport,RU,Chita,UIAA,HTA
Bratsk Airport,RU,Bratsk,UIBB,BTK
Irkutsk International Airport,RU,Irkutsk,UIII,IKT
Bodaybo Airport,RU,Bodaybo,UIKB,ODO
Ust-Kut Airport,RU,Ust-Kut,UITT,UKX
Baikal International Airport,RU,Ulan Ude,UIUU,UUD
Talagi Airport,RU,Archangelsk,ULAA,ARH
Leshukonskoye Airport,RU,Leshukonskoye,ULAL,LDG
Naryan Mar Airport,RU,Naryan Mar,ULAM,NNM
Amderma Airport,RU,Amderma,ULDD,AMV
Kotlas Airport,RU,Kotlas,ULKK,KSZ
Pulkovo Airport,RU,St. Petersburg,ULLI,LED
Murmansk Airport,RU,Murmansk,ULMM,MMK
Pskov Airport,RU,Pskov,ULOO,PKV
Petrozavodsk Airport,RU,Petrozavodsk,ULPB,PES
Cherepovets Airport,RU,Cherepovets,ULWC,CEE
Velikiy Ustyug Airport,RU,Velikiy Ustyug,ULWU,VUS
Khrabrovo Airport,RU,Kaliningrad,UMKK,KGD
Abakan International Airport,RU,Abakan,UNAA,ABA
Barnaul Airport,RU,Barnaul,UNBB,BAX
Kemerovo Airport,RU,Kemerovo,UNEE,KEJ
Yeniseysk Airport,RU,Yeniseysk,UNII,EIE
Krasnoyarsk International Airport,RU,Krasnoyarsk,UNKL,KJA
Kyzyl Airport,RU,Kyzyl,UNKY,KYZ
Novosibirsk Tolmachevo Airport,RU,Novosibirsk,UNNT,OVB
Omsk Central Airport,RU,Omsk,UNOO,OMS
Bogashevo Airport,RU,Tomsk,UNTT,TOF
Spichenkovo Airport,RU,Novokuznetsk,UNWW,NOZ
Khatanga Airport,RU,Khatanga,UOHH,HTG
Igarka Airport,RU,Igarka,UOII,IAA
Norilsk-Alykel Airport,RU,Norilsk,UOOO,NSK
Turukhansk Airport,RU,Turukhansk,UOTT,THX
Anapa Vityazevo Airport,RU,Krasnyi Kurgan,URKA,AAQ
Gelendzhik Airport,RU,Gelendzhik,URKG,GDZ
Krasnodar Pashkovsky International Airport,RU,Krasnodar,URKK,KRR
Grozny Airport,RU,Grozny,URMG,GRV
Makhachkala Uytash International Airport,RU,Makhachkala,URML,MCX
Mineralnyye Vody Airport,RU,Mineralnyye Vody,URMM,MRV
Nalchik Airport,RU,Nalchik,URMN,NAL
Vladikavkaz Beslan International Airport,RU,Beslan,URMO,OGZ
Magas Airport,RU,Sunzha,URMS,IGT
Stavropol Shpakovskoye Airport,RU,Stavropol,URMT,STW
Platov International Airport,RU,Rostov-on-Don,URRP,ROV
Taganrog Yuzhny Airport,RU,Taganrog,URRT,TGK
Sochi International Airport,RU,Sochi,URSS,AER
Astrakhan Narimanovo Boris M. Kustodiev International Airport,RU,Astrakhan,URWA,ASF
Elista Airport,RU,Elista,URWI,ESL
Volgograd International Airport,RU,Volgograd,URWW,VOG
Chelyabinsk Balandino Airport,RU,Chelyabinsk,USCC,CEK
Magnitogorsk International Airport,RU,Magnitogorsk,USCM,MQF
Sabetta International Airport,RU,Sabetta,USDA,SBT
Bovanenkovo Airport,RU,Bovanenkovo,USDB,BVJ
Salekhard Airport,RU,Salekhard,USDD,SLY
Khanty Mansiysk Airport,RU,Khanty-Mansiysk,USHH,HMA
Nyagan Airport,RU,Nyagan,USHN,NYA
Sovetskiy Airport,RU,Sovetskiy,USHS,OVS
Uray Airport,RU,Uray,USHU,URJ
Izhevsk Airport,RU,Izhevsk,USII,IJK
Pobedilovo Airport,RU,Kirov,USKK,KVX
Nadym Airport,RU,Nadym,USMM,NYM
Novy Urengoy Airport,RU,Novy Urengoy,USMU,NUX
Nizhnevartovsk Airport,RU,Nizhnevartovsk,USNN,NJC
Perm International Airport,RU,Perm,USPP,PEE
Kogalym International Airport,RU,Kogalym,USRK,KGP
Nefteyugansk Airport,RU,Nefteyugansk,USRN,NFG
Noyabrsk Airport,RU,Noyabrsk,USRO,NOJ
Surgut Airport,RU,Surgut,USRR,SGC
Koltsovo Airport,RU,Yekaterinburg,USSS,SVX
Roshchino International Airport,RU,Tyumen,USTR,TJM
Kurgan Airport,RU,Kurgan,USUU,KRO
Kostroma Sokerkino Airport,RU,Kostroma,UUBA,KMW
Ivanovo South Airport,RU,Ivanovo,UUBI,IWA
Staroselye Airport,RU,Rybinsk,UUBK,RYB
Bryansk Airport,RU,Bryansk,UUBP,BZK
Zhukovsky International Airport,RU,Moscow,UUBW,ZIA
Domodedovo International Airport,RU,Moscow,UUDD,DME
Sheremetyevo International Airport,RU,Moscow,UUEE,SVO
Belgorod International Airport,RU,Belgorod,UUOB,EGO
Kursk East Airport,RU,Kursk,UUOK,URS
Lipetsk Airport,RU,Lipetsk,UUOL,LPK
Voronezh International Airport,RU,Voronezh,UUOO,VOZ
Vnukovo International Airport,RU,Moscow,UUWW,VKO
Ukhta Airport,RU,Ukhta,UUYH,UCT
Pechora Airport,RU,Pechora,UUYP,PEX
Usinsk Airport,RU,Usinsk,UUYS,USK
Vorkuta Airport,RU,Vorkuta,UUYW,VKT
Syktyvkar Airport,RU,Syktyvkar,UUYY,SCW
Nizhny Novgorod / Strigino International Airport,RU,Nizhny Novgorod,UWGG,GOJ
Bugulma Airport,RU,Bugulma,UWKB,UUA
Kazan International Airport,RU,Kazan,UWKD,KZN
Begishevo Airport,RU,Nizhnekamsk,UWKE,NBC
Cheboksary Airport,RU,Cheboksary,UWKS,CSY
Ulyanovsk Baratayevka Airport,RU,Ulyanovsk,UWLL,ULV
Ulyanovsk East Airport,RU,Cherdakly,UWLW,ULY
Orenburg Central Airport,RU,Orenburg,UWOO,REN
Orsk Airport,RU,Orsk,UWOR,OSW
Penza Airport,RU,Penza,UWPP,PEZ
Saransk Airport,RU,Saransk,UWPS,SKX
Balakovo Airport,RU,Balakovo,UWSB,BWO
Gagarin International Airport,RU,Saratov,UWSG,GSV
Ufa International Airport,RU,Ufa,UWUU,UFA
Kurumoch International Airport,RU,Samara,UWWW,KUF
Kigali International Airport,RW,Kigali,HRYR,KGL
Kamembe Airport,RW,Kamembe,HRZA,KME
Abha International Airport,SA,Abha,OEAB,AHB
Al-Ahsa International Airport,SA,Hofuf,OEAH,HOF
Majeed Bin Abdulaziz Airport,SA,Al Ula,OEAO,ULH
King Saud Bin Abdulaziz (Al Baha) Airport,SA,Al-Baha,OEBA,ABT
Bisha Airport,SA,Bisha,OEBH,BHH
King Fahd International Airport,SA,Ad Dammam,OEDF,DMM
Jizan Regional Airport / King Abdullah bin Abdulaziz Airport,SA,Jizan,OEGN,GIZ
Gassim Airport,SA,Buraidah,OEGS,ELQ
Gurayat Domestic Airport,SA,Gurayat,OEGT,URY
Ha'il Airport,SA,Ha'il,OEHL,HAS
King Abdulaziz International Airport,SA,Jeddah,OEJN,JED
King Khaled Military City Airport,SA,King Khaled Military City,OEKK,KMC
Prince Mohammad Bin Abdulaziz Airport,SA,Medina,OEMA,MED
Najran Domestic Airport,SA,Najran,OENG,EAM
Neom Bay Airport,SA,Sharma,OENN,NUM
Al Qaisumah/Hafr Al Batin Airport,SA,Qaisumah,OEPA,AQI
Rafha Domestic Airport,SA,Rafha,OERF,RAH
King Khaled International Airport,SA,Riyadh,OERK,RUH
Arar Domestic Airport,SA,Arar,OERR,RAE
Sharurah Domestic Airport,SA,Sharurah,OESH,SHW
Al-Jawf Domestic Airport,SA,Al-Jawf,OESK,AJF
Tabuk Airport,SA,Tabuk,OETB,TUU
Ta’if Regional Airport,SA,Ta’if,OETF,TIF
Turaif Domestic Airport,SA,Turaif,OETR,TUI
Wadi Al Dawasir Domestic Airport,SA,Wadi Al Dawasir,OEWD,WAE
Al Wajh Domestic Airport,SA,Al Wajh,OEWJ,EJH
Prince Abdul Mohsin bin Abdulaziz International Airport / Yanbu Airport,SA,Yanbu,OEYN,YNB
Gwaunaru'u Airport,SB,Auki,AGGA,AKS
Bellona/Anua Airport,SB,Anua,AGGB,BNY
Choiseul Bay Airport,SB,Choiseul Bay,AGGC,CHY
Ballalae Airport,SB,Ballalae,AGGE,BAS
Fera/Maringe Airport,SB,Fera Island,AGGF,FRE
Honiara International Airport,SB,Honiara,AGGH,HIR
Ngorangora Airport,SB,Kirakira,AGGK,IRA
Santa Cruz/Graciosa Bay/Luova Airport,SB,Santa Cruz/Graciosa Bay/Luova,AGGL,SCZ
Munda Airport,SB,Munda,AGGM,MUA
Nusatupe Airport,SB,Gizo,AGGN,GZO
Mono Airport,SB,Stirling Island,AGGO,MNY
Rennell/Tingoa Airport,SB,Rennell Island,AGGR,RNL
